site,name,link,salary_min,salary_max,salary_curr
https://hh.ru,Data Scientist,https://spb.hh.ru/vacancy/39491287?query=python,,,
https://hh.ru,Data Scientist (Planning),https://spb.hh.ru/vacancy/42381795?query=python,,,
https://hh.ru,Backend разработчик (Python),https://spb.hh.ru/vacancy/41706740?query=python,,,
https://hh.ru,Data Engineer,https://spb.hh.ru/vacancy/41612190?query=python,,,
https://hh.ru,Разработчик Python,https://spb.hh.ru/vacancy/42450352?query=python,,,
https://hh.ru,Senior Data Engineer,https://spb.hh.ru/vacancy/39826490?query=python,,,
https://hh.ru,Разработчик Big Data (Middle/Senior),https://spb.hh.ru/vacancy/42478968?query=python,,,
https://hh.ru,Data Analyst ( Data Scientist ) в МКК,https://spb.hh.ru/vacancy/42481833?query=python,,,
https://hh.ru,Data Engineer,https://spb.hh.ru/vacancy/41033377?query=python,,,
https://hh.ru,Data-инженер [id99482],https://spb.hh.ru/vacancy/42625100?query=python,,,
https://hh.ru,Senior Data Analyst / Teamlead,https://spb.hh.ru/vacancy/41679634?query=python,,,
https://hh.ru,Программист Computer Vision,https://spb.hh.ru/vacancy/42415218?query=python,,,
https://hh.ru,Data Engineer (Middle|Senior),https://spb.hh.ru/vacancy/42445354?query=python,,,
https://hh.ru,Senior machine learning engineer (автономное судовождение),https://spb.hh.ru/vacancy/42502585?query=python,,,
https://hh.ru,Data Scientist (Pricing),https://spb.hh.ru/vacancy/42381788?query=python,,,
https://hh.ru,Senior Data Engineer/Data Engineer,https://spb.hh.ru/vacancy/39690436?query=python,,,
https://hh.ru,Senior NLP Research Engineer,https://spb.hh.ru/vacancy/37085138?query=python,,,
https://hh.ru,DevOps Engineer (Big Data),https://spb.hh.ru/vacancy/42405833?query=python,,,
https://hh.ru,Senior Machine Learning Engineer,https://spb.hh.ru/vacancy/41737197?query=python,,,
https://hh.ru,"Старший разработчик (Java, биоинформатика)",https://spb.hh.ru/vacancy/43000379?query=python,250000.0,,руб.
https://hh.ru,Аналитик данных (маркетинг),https://spb.hh.ru/vacancy/40229865?query=python,90000.0,,руб.
https://hh.ru,Разработчик Python,https://spb.hh.ru/vacancy/37394225?query=python,150000.0,200000.0,руб.
https://hh.ru,Аналитик данных,https://spb.hh.ru/vacancy/41898974?query=python,150000.0,,руб.
https://hh.ru,Senior Python Developer for popular open source projects [Remote],https://spb.hh.ru/vacancy/42700839?query=python,,,
https://hh.ru,"Senior Python Developer, Global Music Company",https://spb.hh.ru/vacancy/40845404?query=python,,,
https://hh.ru,Онлайн преподаватель робототехники / программирования,https://spb.hh.ru/vacancy/42676365?query=python,20000.0,90000.0,руб.
https://hh.ru,Инженер-разработчик технической поддержки,https://spb.hh.ru/vacancy/42530751?query=python,60000.0,65000.0,руб.
https://hh.ru,Middle Golang Developer,https://spb.hh.ru/vacancy/42959452?query=python,3500.0,,USD
https://hh.ru,Junior DevOps инженер,https://spb.hh.ru/vacancy/42897798?query=python,45000.0,80000.0,руб.
https://hh.ru,"Tech Lead with Python, Financial Software Solutions",https://spb.hh.ru/vacancy/41834834?query=python,,,
https://hh.ru,Разработчик BI систем,https://spb.hh.ru/vacancy/42897304?query=python,90000.0,,руб.
https://hh.ru,BI analyst,https://spb.hh.ru/vacancy/42610784?query=python,,,
https://hh.ru,QA Automation Engineer,https://spb.hh.ru/vacancy/42589838?query=python,,,
https://hh.ru,Инженер BigData,https://spb.hh.ru/vacancy/42997092?query=python,,,
https://hh.ru,Test Automation Engineer (Bioinformatics),https://spb.hh.ru/vacancy/42932413?query=python,,250000.0,руб.
https://hh.ru,Senior QA Engineer,https://spb.hh.ru/vacancy/40987020?query=python,,,
https://hh.ru,Senior Product Analyst,https://spb.hh.ru/vacancy/42648111?query=python,,,
https://hh.ru,QA Automation Engineer,https://spb.hh.ru/vacancy/41835606?query=python,100000.0,150000.0,руб.
https://hh.ru,Программист C/С++,https://spb.hh.ru/vacancy/42553707?query=python,,,
https://hh.ru,"Intern Software Engineer, PowerStore, Networking Triage",https://spb.hh.ru/vacancy/41962143?query=python,,,
https://hh.ru,AI/ML Developer,https://spb.hh.ru/vacancy/42986532?query=python,,,
https://hh.ru,Программист,https://spb.hh.ru/vacancy/42850707?query=python,25000.0,25000.0,руб.
https://hh.ru,QA Automation Engineer,https://spb.hh.ru/vacancy/42427817?query=python,,,
https://hh.ru,Senior/Middle ML developer (MTS AI),https://spb.hh.ru/vacancy/42457200?query=python,,,
https://hh.ru,Quantitative Researcher,https://spb.hh.ru/vacancy/41841050?query=python,,,
https://hh.ru,"FullStack (Python+JavaScript) Developer, Financial Software Solutions",https://spb.hh.ru/vacancy/41834921?query=python,,,
https://hh.ru,DevOps/SRE engineer,https://spb.hh.ru/vacancy/42461858?query=python,4000.0,,USD
https://hh.ru,Head of DevOps,https://spb.hh.ru/vacancy/41827160?query=python,,,
https://hh.ru,C/C++ Developer (RTK),https://spb.hh.ru/vacancy/41189944?query=python,,,
https://hh.ru,DevOps Инженер,https://spb.hh.ru/vacancy/41886286?query=python,,,
https://hh.ru,Product analyst,https://spb.hh.ru/vacancy/42694948?query=python,150000.0,,руб.
https://hh.ru,Quantitative Researcher,https://spb.hh.ru/vacancy/42629378?query=python,,,
https://hh.ru,QA инженер / Тестировщик,https://spb.hh.ru/vacancy/42540377?query=python,35000.0,100000.0,руб.
https://hh.ru,Clojure Software Engineer,https://spb.hh.ru/vacancy/42067043?query=python,,,
https://hh.ru,Биоинформатик,https://spb.hh.ru/vacancy/42787207?query=python,,,
https://hh.ru,DevOps Engineer ‎(10010511)‎,https://spb.hh.ru/vacancy/42381087?query=python,,,
https://hh.ru,Deployment Engineer / DevOps,https://spb.hh.ru/vacancy/42082750?query=python,,,
https://hh.ru,Senior C++ developer,https://spb.hh.ru/vacancy/42454573?query=python,250000.0,400000.0,руб.
https://hh.ru,Разработчик С++ (Мобильные сети),https://spb.hh.ru/vacancy/42170833?query=python,,,
https://hh.ru,Senior DevOps Engineer,https://spb.hh.ru/vacancy/42810285?query=python,,,
https://hh.ru,Senior C/C++ Developer (embedded разработка для коптеров),https://spb.hh.ru/vacancy/42730184?query=python,,,
https://hh.ru,Математик,https://spb.hh.ru/vacancy/42999280?query=python,,,
https://hh.ru,DWH-Разработчик,https://spb.hh.ru/vacancy/42979360?query=python,,,
https://hh.ru,Full Stack PhP/Java разработчик,https://spb.hh.ru/vacancy/42457088?query=python,30000.0,80000.0,руб.
https://hh.ru,QA Lead / Ведущий инженер по автоматизации тестирования (Python),https://spb.hh.ru/vacancy/42510735?query=python,,,
https://hh.ru,Quantitative Researcher (Trader),https://spb.hh.ru/vacancy/41781573?query=python,,,
https://hh.ru,Аналитик данных,https://spb.hh.ru/vacancy/40834319?query=python,,,
https://hh.ru,Аналитик данных,https://spb.hh.ru/vacancy/42007351?query=python,,,
https://hh.ru,Qa Automation Engineer,https://spb.hh.ru/vacancy/42369856?query=python,,,
https://hh.ru,System Engineer / DevOps,https://spb.hh.ru/vacancy/42697882?query=python,,,
https://hh.ru,Senior Game Analyst,https://spb.hh.ru/vacancy/42925969?query=python,,,
https://hh.ru,Senior Go Developer,https://spb.hh.ru/vacancy/42739270?query=python,200000.0,300000.0,руб.
https://hh.ru,Backend developer Ruby,https://spb.hh.ru/vacancy/39874636?query=python,,350000.0,руб.
https://hh.ru,DevOps Engineer 3 - Dev Infra (Canada),https://spb.hh.ru/vacancy/42568106?query=python,8000.0,,USD
https://hh.ru,DevOps specialist,https://spb.hh.ru/vacancy/42474734?query=python,,,
https://hh.ru,Тестировщик / QA Engineer (Junior),https://spb.hh.ru/vacancy/42460673?query=python,35000.0,,руб.
https://hh.ru,Rust Developer,https://spb.hh.ru/vacancy/42424855?query=python,2000.0,,EUR
https://hh.ru,QA Engineer / QA Automation,https://spb.hh.ru/vacancy/42898013?query=python,150000.0,,руб.
https://hh.ru,Senior QA Engineer,https://spb.hh.ru/vacancy/40870130?query=python,,,
https://hh.ru,Junior Kernel Developer - KernelCare [Remote],https://spb.hh.ru/vacancy/42703067?query=python,,,
https://hh.ru,Senior Automation QA Engineer,https://spb.hh.ru/vacancy/42303812?query=python,180000.0,,руб.
https://hh.ru,Linux DevOps Engineer,https://spb.hh.ru/vacancy/42993012?query=python,,,
https://hh.ru,Devops engineer,https://spb.hh.ru/vacancy/42743659?query=python,,,
https://hh.ru,DevOps / SRE / Системный администратор,https://spb.hh.ru/vacancy/42633361?query=python,190000.0,,руб.
https://hh.ru,С++ Developer (UI Technology),https://spb.hh.ru/vacancy/41457399?query=python,,,
https://hh.ru,Системный инженер / DevOps (удаленная работа),https://spb.hh.ru/vacancy/42872310?query=python,100000.0,180000.0,руб.
https://hh.ru,Game Analyst,https://spb.hh.ru/vacancy/40366373?query=python,,,
https://hh.ru,"Senior Big Data Engineer, Financial Software Solutions",https://spb.hh.ru/vacancy/41833818?query=python,,,
https://hh.ru,Программист С++,https://spb.hh.ru/vacancy/41482542?query=python,200000.0,350000.0,руб.
https://hh.ru,"Senior Data Engineer, Financial Services",https://spb.hh.ru/vacancy/42345514?query=python,,,
https://hh.ru,"Big Data Engineer (Hadoop, StreamSets), Banking System",https://spb.hh.ru/vacancy/42615143?query=python,,,
https://hh.ru,Senior DevOps Engineer - Automation (to Canada),https://spb.hh.ru/vacancy/42678591?query=python,10000.0,,USD
https://hh.ru,Системный инженер (DevOps),https://spb.hh.ru/vacancy/41467693?query=python,,,
https://hh.ru,DevOps Engineer,https://spb.hh.ru/vacancy/43000700?query=python,200000.0,250000.0,руб.
https://hh.ru,Инженер по тестированию ПО (Senior),https://spb.hh.ru/vacancy/41962482?query=python,,,
https://hh.ru,DevOps Engineer (Cloud team),https://spb.hh.ru/vacancy/36967284?query=python,,,
https://hh.ru,Continuous Integration/Automation Engineer - KernelCare [Remote],https://spb.hh.ru/vacancy/42244279?query=python,,,
https://hh.ru,"Senior Data Engineer, Transport Booking System",https://spb.hh.ru/vacancy/42615058?query=python,,,
https://hh.ru,System Analyst (Life Science),https://spb.hh.ru/vacancy/41828184?query=python,130000.0,200000.0,руб.
https://hh.ru,Преподаватель уроков программирования,https://spb.hh.ru/vacancy/42550682?query=python,25000.0,70000.0,руб.
https://hh.ru,Web-программист,https://spb.hh.ru/vacancy/40948911?query=python,87000.0,,руб.
https://hh.ru,Senior/Middle software developer (MTS AI),https://spb.hh.ru/vacancy/42457164?query=python,,,
https://hh.ru,Middle QA engineer / инженер – тестировщик,https://spb.hh.ru/vacancy/42597929?query=python,,,
https://hh.ru,Hadoop разработчик [id16807],https://spb.hh.ru/vacancy/42999797?query=python,,,
https://hh.ru,DevOps Engineer,https://spb.hh.ru/vacancy/42704500?query=python,,,
https://hh.ru,Full-stack developer в команду бэкенд-инфраструктуры,https://spb.hh.ru/vacancy/40724409?query=python,,,
https://hh.ru,QA Automation Engineer / Тестировщик (Мобильные сети),https://spb.hh.ru/vacancy/42894003?query=python,,,
https://hh.ru,Middle Developer (C# программист),https://spb.hh.ru/vacancy/42630882?query=python,,,
https://hh.ru,Team Lead,https://spb.hh.ru/vacancy/42542368?query=python,,,
https://hh.ru,DevOps Engineer,https://spb.hh.ru/vacancy/42298080?query=python,,,
https://hh.ru,Системный программист (C/С++/контроллеры IoT),https://spb.hh.ru/vacancy/42005041?query=python,,,
https://hh.ru,Senior DevOps Engineer,https://spb.hh.ru/vacancy/42598253?query=python,,,
https://hh.ru,QA Engineer,https://spb.hh.ru/vacancy/42514577?query=python,,,
https://hh.ru,Senior Continuous Integration/Automation Engineer - KernelCare [Remote],https://spb.hh.ru/vacancy/42701236?query=python,,,
https://hh.ru,Devops/ SRE инженер (Hadoop) [id101246],https://spb.hh.ru/vacancy/42991522?query=python,,,
https://hh.ru,Application Security Engineer,https://spb.hh.ru/vacancy/42019838?query=python,,,
https://hh.ru,Network Engineer (Linux),https://spb.hh.ru/vacancy/40412909?query=python,,,
https://hh.ru,Аналитик данных,https://spb.hh.ru/vacancy/42333989?query=python,,,
https://hh.ru,Web-программист,https://spb.hh.ru/vacancy/42956116?query=python,60000.0,250000.0,руб.
https://hh.ru,Embedded Linux программист,https://spb.hh.ru/vacancy/40450925?query=python,,,
https://hh.ru,Data QA Engineer (Financial Systems),https://spb.hh.ru/vacancy/42987218?query=python,,,
https://hh.ru,Embedded программист С++,https://spb.hh.ru/vacancy/40494212?query=python,,,
https://hh.ru,Principal Data Engineer (Берлин / Брауншвайг),https://spb.hh.ru/vacancy/42308049?query=python,,,
https://hh.ru,Инженер по тестированию ПО (Middle),https://spb.hh.ru/vacancy/41962400?query=python,,,
https://hh.ru,"Data Platform Engineer with PostgreSQL Skills, Online Retailer",https://spb.hh.ru/vacancy/42614644?query=python,,,
https://hh.ru,DevOps-инженер,https://spb.hh.ru/vacancy/42306719?query=python,,,
https://hh.ru,Старший инженер данных,https://spb.hh.ru/vacancy/42968465?query=python,,,
https://hh.ru,QA Engineer,https://spb.hh.ru/vacancy/42730150?query=python,100000.0,180000.0,руб.
https://hh.ru,Специалист по прогнозированию/ Аналитик (ML),https://spb.hh.ru/vacancy/42513298?query=python,,,
https://hh.ru,QA Automation Engineer,https://spb.hh.ru/vacancy/42491981?query=python,,,
https://hh.ru,Программист С++,https://spb.hh.ru/vacancy/39660689?query=python,,,
https://hh.ru,DevOps Engineer (Collaboration Tool),https://spb.hh.ru/vacancy/39066820?query=python,,,
https://hh.ru,DevOps Engineer,https://spb.hh.ru/vacancy/41503584?query=python,,,
https://hh.ru,Системный Инженер/DevOps,https://spb.hh.ru/vacancy/42717711?query=python,150000.0,,руб.
https://hh.ru,Senior DevOps,https://spb.hh.ru/vacancy/42983639?query=python,,,
https://hh.ru,Junior системный администратор,https://spb.hh.ru/vacancy/42894562?query=python,30000.0,60000.0,руб.
https://hh.ru,Team Lead / Senior Software Developer,https://spb.hh.ru/vacancy/42545993?query=python,,,
https://hh.ru,DevOPS engineer (Contact Center integration),https://spb.hh.ru/vacancy/39626851?query=python,,,
https://hh.ru,Automation QA Specialist,https://spb.hh.ru/vacancy/42591980?query=python,,,
https://hh.ru,Специалист по автоматизированному тестированию / Automation QA,https://spb.hh.ru/vacancy/42591972?query=python,,,
https://hh.ru,DevOps,https://spb.hh.ru/vacancy/42299361?query=python,,,
https://hh.ru,Junior QA Automation Engineer (C# or PowerShell),https://spb.hh.ru/vacancy/42716099?query=python,70000.0,100000.0,руб.
https://hh.ru,DevOps Engineer,https://spb.hh.ru/vacancy/42985776?query=python,,,
https://hh.ru,Unix system administrator/DevOps (to Riga),https://spb.hh.ru/vacancy/42742670?query=python,,,
https://hh.ru,QA Automation Engineer / Тестировщик (автоматизированное тестирование),https://spb.hh.ru/vacancy/41696917?query=python,130000.0,270000.0,руб.
https://hh.ru,DevOps Инженер,https://spb.hh.ru/vacancy/42275996?query=python,,,
https://hh.ru,Backend-разработчик,https://spb.hh.ru/vacancy/42968196?query=python,,,
https://hh.ru,DevOps Engineer,https://spb.hh.ru/vacancy/39982608?query=python,,,
https://hh.ru,Java-разработчик,https://spb.hh.ru/vacancy/42472329?query=python,,,
https://hh.ru,DevOps-инженер,https://spb.hh.ru/vacancy/41802030?query=python,,,
https://hh.ru,Системный инженер,https://spb.hh.ru/vacancy/42961443?query=python,50000.0,,руб.
https://hh.ru,Старший BI Аналитик / Продуктовый Аналитик / Аналитик данных,https://spb.hh.ru/vacancy/42644744?query=python,,,
https://hh.ru,Product Analyst / Game Analyst,https://spb.hh.ru/vacancy/38349575?query=python,,,
https://hh.ru,Ведущий devops инженер / системный инженер,https://spb.hh.ru/vacancy/42366909?query=python,200000.0,,руб.
https://hh.ru,Senior QA Engineer,https://spb.hh.ru/vacancy/39966108?query=python,,,
https://hh.ru,Специалист по тестированию,https://spb.hh.ru/vacancy/40443537?query=python,,,
https://hh.ru,DevOps Engineer,https://spb.hh.ru/vacancy/42997988?query=python,,300000.0,руб.
https://hh.ru,Senior QA Automation Engineer (Server),https://spb.hh.ru/vacancy/42524121?query=python,,,
https://hh.ru,DevOps инженер,https://spb.hh.ru/vacancy/42494039?query=python,,,
https://hh.ru,QA Engineer,https://spb.hh.ru/vacancy/42999022?query=python,70000.0,185000.0,руб.
https://hh.ru,Senior Embedded Software Developer (Security),https://spb.hh.ru/vacancy/42020226?query=python,,,
https://hh.ru,"Data Engineer, IEO (Recent college graduate)",https://spb.hh.ru/vacancy/42751601?query=python,,,
https://hh.ru,.NET Developer,https://spb.hh.ru/vacancy/42879943?query=python,3000.0,4500.0,USD
https://hh.ru,Аналитик ETL,https://spb.hh.ru/vacancy/42871500?query=python,,,
https://hh.ru,Ведущий аналитик,https://spb.hh.ru/vacancy/42895442?query=python,190000.0,,руб.
https://hh.ru,Аналитик,https://spb.hh.ru/vacancy/42882160?query=python,80000.0,100000.0,руб.
https://hh.ru,Аналитик,https://spb.hh.ru/vacancy/42877760?query=python,70000.0,,руб.
https://hh.ru,Senior Frontend Engineer,https://spb.hh.ru/vacancy/42880793?query=python,,,
https://hh.ru,Ведущий бизнес-аналитик по проектам Data Science,https://spb.hh.ru/vacancy/42864439?query=python,,,
https://hh.ru,Frontend-разработчик,https://spb.hh.ru/vacancy/42883668?query=python,120000.0,170000.0,руб.
https://hh.ru,Специалист по VFX / VFX художник,https://spb.hh.ru/vacancy/42928401?query=python,,,
https://hh.ru,Системный архитектор,https://spb.hh.ru/vacancy/42881964?query=python,,,
https://hh.ru,Frontend разработчик,https://spb.hh.ru/vacancy/42880473?query=python,,,
https://hh.ru,Middle/senior Frontend разработчик,https://spb.hh.ru/vacancy/42898576?query=python,160000.0,230000.0,руб.
https://hh.ru,Администратор тестовых сред/Ведущий инженер по сопровождению банковского ПО,https://spb.hh.ru/vacancy/42869712?query=python,,,
https://hh.ru,QA инженер,https://spb.hh.ru/vacancy/42871799?query=python,,,
https://hh.ru,Системный инженер,https://spb.hh.ru/vacancy/42879159?query=python,,,
https://hh.ru,IT-специалист,https://spb.hh.ru/vacancy/42878303?query=python,60000.0,75000.0,руб.
https://hh.ru,Администратор Hadoop,https://spb.hh.ru/vacancy/42875429?query=python,,,
https://hh.ru,Системный администратор,https://spb.hh.ru/vacancy/42883382?query=python,,67000.0,руб.
https://hh.ru,Главный специалист отдела развития услуг снабжения,https://spb.hh.ru/vacancy/42933800?query=python,,,
https://hh.ru,Специалист оценки долговых портфелей,https://spb.hh.ru/vacancy/42882641?query=python,40000.0,60000.0,руб.
https://hh.ru,Специалист по контекстной рекламе,https://spb.hh.ru/vacancy/42871995?query=python,,,
https://hh.ru,Программист,https://spb.hh.ru/vacancy/42850707?query=python,25000.0,25000.0,руб.
https://hh.ru,Старший консультант (анализ финансовых рисков_банки\страхование),https://spb.hh.ru/vacancy/42867677?query=python,,,
https://hh.ru,C++ Developer (DHCP Solutions),https://spb.hh.ru/vacancy/42848783?query=python,,,
https://hh.ru,Автор студенческих работ по информационным технологиям (программирование),https://spb.hh.ru/vacancy/42854573?query=python,,,
https://hh.ru,Инженер DevOps (Senior),https://spb.hh.ru/vacancy/42842505?query=python,200000.0,300000.0,руб.
https://hh.ru,C++/CUDA Developer,https://spb.hh.ru/vacancy/42837779?query=python,,,
https://hh.ru,DevOps инженер,https://spb.hh.ru/vacancy/42843464?query=python,,,
https://hh.ru,Junior ML разработчик,https://spb.hh.ru/vacancy/42842238?query=python,40000.0,60000.0,руб.
https://hh.ru,Инженер DevOps (Senior),https://spb.hh.ru/vacancy/42842464?query=python,200000.0,300000.0,руб.
https://hh.ru,Администратор баз данных (ElasticSearch),https://spb.hh.ru/vacancy/42831602?query=python,,,
https://hh.ru,Младший инженер-программист (JavaScript/Go),https://spb.hh.ru/vacancy/42836969?query=python,,,
https://hh.ru,Аналитик данных,https://spb.hh.ru/vacancy/42842050?query=python,,,
https://hh.ru,Senior DevOps Engineer (eFX),https://spb.hh.ru/vacancy/42826817?query=python,,,
https://hh.ru,Email маркетолог,https://spb.hh.ru/vacancy/42854478?query=python,,,
https://hh.ru,NetOps / Network Engineer,https://spb.hh.ru/vacancy/42842279?query=python,,,
https://hh.ru,DevOps,https://spb.hh.ru/vacancy/42823387?query=python,,,
https://hh.ru,Perl Developer,https://spb.hh.ru/vacancy/42841259?query=python,,,
https://hh.ru,Senior DevOps Engineer,https://spb.hh.ru/vacancy/42810285?query=python,,,
https://hh.ru,Blockchain developer,https://spb.hh.ru/vacancy/42825103?query=python,100000.0,,руб.
https://hh.ru,Инженер-разработчик ПЛИС (FPGA designer),https://spb.hh.ru/vacancy/42834919?query=python,80000.0,,руб.
https://hh.ru,"Senior C++ Developer (Compilers, LLVM)",https://spb.hh.ru/vacancy/42817298?query=python,,,
https://hh.ru,Data Scientist (Diagnostic Platform),https://spb.hh.ru/vacancy/42805295?query=python,,,
https://hh.ru,Backend developer (gamedev),https://spb.hh.ru/vacancy/42804062?query=python,,,
https://hh.ru,Исследователь информационной безопасности/Pentester,https://spb.hh.ru/vacancy/42808241?query=python,,,
https://hh.ru,Web Analyst,https://spb.hh.ru/vacancy/42828577?query=python,,,
https://hh.ru,Биоинформатик,https://spb.hh.ru/vacancy/42787207?query=python,,,
https://hh.ru,Andrоid-разработчик в Толоку,https://spb.hh.ru/vacancy/42827868?query=python,,,
https://hh.ru,Инженер-аналитик (СУИБ),https://spb.hh.ru/vacancy/42796899?query=python,,,
https://hh.ru,PHP Team lead,https://spb.hh.ru/vacancy/42829991?query=python,150000.0,200000.0,руб.
https://hh.ru,Cloud Automation specialist / Специалист по автоматизации облачных сред,https://spb.hh.ru/vacancy/42658413?query=python,,,
https://hh.ru,Разработчик микросервисов,https://spb.hh.ru/vacancy/39010836?query=python,,,
https://hh.ru,.NET Developer,https://spb.hh.ru/vacancy/42879943?query=python,3000.0,4500.0,USD
https://hh.ru,C++ (Unreal Engine) Developer,https://spb.hh.ru/vacancy/41037886?query=python,,,
https://hh.ru,Xamarin Mobile Developer,https://spb.hh.ru/vacancy/42276695?query=python,100000.0,150000.0,руб.
https://hh.ru,Senior PHP backend engineer (Symfony/Laravel),https://spb.hh.ru/vacancy/42598077?query=python,,,
https://hh.ru,Ведущий системный администратор (Linux),https://spb.hh.ru/vacancy/41032349?query=python,,,
https://hh.ru,Администратор Linux,https://spb.hh.ru/vacancy/38079512?query=python,,,
https://hh.ru,Senior C Developer with experience in Nginx module development [Remote],https://spb.hh.ru/vacancy/42701617?query=python,,,
https://hh.ru,QA Engineer (AD/ADAS),https://spb.hh.ru/vacancy/41464545?query=python,,,
https://hh.ru,Web Developer с навыками разработки JS/Node.js,https://spb.hh.ru/vacancy/42181571?query=python,,,
https://hh.ru,Product analyst,https://spb.hh.ru/vacancy/42898106?query=python,,,
https://hh.ru,Руководитель отдела разработки / Teamlead,https://spb.hh.ru/vacancy/40992052?query=python,160000.0,,руб.
https://hh.ru,React Native-разработчик,https://spb.hh.ru/vacancy/41833632?query=python,,,
https://hh.ru,Исследователь в области ИБ/Пентестер,https://spb.hh.ru/vacancy/42963727?query=python,,,
https://hh.ru,Дежурный linux-администратор (junior/ middle),https://spb.hh.ru/vacancy/42812014?query=python,60000.0,90000.0,руб.
https://hh.ru,DevOps Engineer (Media Team),https://spb.hh.ru/vacancy/41183424?query=python,,,
https://hh.ru,PHP Developer,https://spb.hh.ru/vacancy/41423999?query=python,1500.0,,EUR
https://hh.ru,Инженер DevOps / Технологии онлайн-продаж,https://spb.hh.ru/vacancy/43001162?query=python,,,
https://hh.ru,Cyber Security Specialist for CloudLinux [Remote],https://spb.hh.ru/vacancy/42701946?query=python,,,
https://hh.ru,RTL verification engineer,https://spb.hh.ru/vacancy/41526127?query=python,,,
https://hh.ru,Разработчик команды автоматизации сетевой инфраструктуры Яндекса,https://spb.hh.ru/vacancy/40796828?query=python,,,
https://hh.ru,Эксперт по аналитике,https://spb.hh.ru/vacancy/42143449?query=python,,,
https://hh.ru,"ML Engineer, Social Networking Platform",https://spb.hh.ru/vacancy/42986566?query=python,,,
https://hh.ru,"Senior DevOps Engineer, Transport Booking System",https://spb.hh.ru/vacancy/42043554?query=python,,,
https://hh.ru,Senior Full Stack Developer (Берлин / Брауншвайг),https://spb.hh.ru/vacancy/42308268?query=python,,,
https://hh.ru,Тестировщик программного обеспечения,https://spb.hh.ru/vacancy/41086871?query=python,60000.0,70000.0,руб.
https://hh.ru,QA Automation Engineer,https://spb.hh.ru/vacancy/42971931?query=python,180000.0,220000.0,руб.
https://hh.ru,DevOps (card processing),https://spb.hh.ru/vacancy/40620229?query=python,,,
https://hh.ru,Системный аналитик (платформа рекомендаций),https://spb.hh.ru/vacancy/42922829?query=python,,,
https://hh.ru,Игровой аналитик,https://spb.hh.ru/vacancy/42110099?query=python,,,
https://hh.ru,Systems Engineer,https://spb.hh.ru/vacancy/41691853?query=python,,,
https://hh.ru,QA Engineer (Avocado Team),https://spb.hh.ru/vacancy/41650861?query=python,180000.0,,руб.
https://hh.ru,"Программист инструментария (gamedev, video)/ Tools programmer",https://spb.hh.ru/vacancy/41605125?query=python,,,
https://hh.ru,QA Engineer (mobile),https://spb.hh.ru/vacancy/42100317?query=python,,,
https://hh.ru,Программист С#,https://spb.hh.ru/vacancy/39347944?query=python,,,
https://hh.ru,Стажер (Методология),https://spb.hh.ru/vacancy/43016993?query=python,,,
https://hh.ru,"QA Engineer (Mobile, Web)",https://spb.hh.ru/vacancy/42810087?query=python,,,
https://hh.ru,Инженер интеграции и поддержки пользователей,https://spb.hh.ru/vacancy/41601141?query=python,70000.0,130000.0,руб.
https://hh.ru,Automation QA Engineer,https://spb.hh.ru/vacancy/42964265?query=python,,,
https://hh.ru,Build engineer,https://spb.hh.ru/vacancy/41921021?query=python,,,
https://hh.ru,Эксперт по информационной безопасности (ML),https://spb.hh.ru/vacancy/41712089?query=python,,,
https://hh.ru,DevOps инженер (CMake),https://spb.hh.ru/vacancy/41148530?query=python,,230000.0,руб.
https://hh.ru,"Full stack Developer (Java, Angular, TypeScript )",https://spb.hh.ru/vacancy/42741079?query=python,120000.0,160000.0,руб.
https://hh.ru,DevOps engineer,https://spb.hh.ru/vacancy/42959866?query=python,,,
https://hh.ru,Senior Ruby developer,https://spb.hh.ru/vacancy/42998238?query=python,,,
https://hh.ru,Персональный тьютор (преподаватель) в онлайн школу программирования,https://spb.hh.ru/vacancy/42673216?query=python,40000.0,,руб.
https://hh.ru,Разработчик .NET (desktop),https://spb.hh.ru/vacancy/42995840?query=python,,,
https://hh.ru,Продуктовый аналитик,https://spb.hh.ru/vacancy/42505904?query=python,,,
https://hh.ru,Delivery Team Lead (DevOps),https://spb.hh.ru/vacancy/42303946?query=python,,,
https://hh.ru,Аналитик,https://spb.hh.ru/vacancy/42972384?query=python,100000.0,,руб.
https://hh.ru,Senior QA Automation Engineer (Communication Platform),https://spb.hh.ru/vacancy/40235240?query=python,,,
https://hh.ru,Backend Software Developer (Java),https://spb.hh.ru/vacancy/34274588?query=python,,,
https://hh.ru,QA Automation Engineer (Traffic Management Solutions),https://spb.hh.ru/vacancy/40434440?query=python,,,
https://hh.ru,Ведущий DevOps специалист (PCI DSS),https://spb.hh.ru/vacancy/43004602?query=python,,,
https://hh.ru,Reliability Team Lead (SRE),https://spb.hh.ru/vacancy/42304099?query=python,,,
https://hh.ru,IT Generalist / System Engineer,https://spb.hh.ru/vacancy/42972007?query=python,,,
https://hh.ru,Junior Trader,https://spb.hh.ru/vacancy/41778336?query=python,,,
https://hh.ru,"Data Architect, Online Retailer",https://spb.hh.ru/vacancy/42985918?query=python,,,
https://hh.ru,Tech lead / Backend developer,https://spb.hh.ru/vacancy/42950670?query=python,,,
https://hh.ru,Site Reliability Engineer (DevOps),https://spb.hh.ru/vacancy/35370801?query=python,,,
https://hh.ru,"Software C++ / Integration engineer, 5G SW",https://spb.hh.ru/vacancy/42482191?query=python,,,
